2.235516930167622149e+02 1.661002929519214177e+01 4.104594642747614586e+01
2.235611051560122462e+02 1.662066815235836614e+01 4.105659696767013855e+01
2.235649401098788758e+02 1.662603504324180648e+01 4.105932349427677508e+01
2.237445009448648818e+02 1.679055544034791936e+01 4.124197595048732978e+01
2.238428924840161471e+02 1.684919839825689181e+01 4.131795944236908724e+01
2.239683141682998553e+02 1.685850977139235241e+01 4.136590074683755347e+01
2.241428556824786824e+02 1.684321376727992714e+01 4.145529489422478520e+01
2.242769841432105409e+02 1.685219509488078771e+01 4.159193666630643804e+01
2.244066219401420028e+02 1.687894046621122257e+01 4.179254447582635379e+01
2.245261685218341086e+02 1.689441317611872151e+01 4.198188400505875251e+01
2.246032399956772849e+02 1.690894540229045617e+01 4.207991921186294348e+01
2.246620216895410636e+02 1.697488002990855094e+01 4.213533619372796579e+01
2.247372399431036456e+02 1.705719718322200507e+01 4.216019037493757082e+01
2.247769958262383341e+02 1.714121129631955398e+01 4.221404767259483037e+01
2.248239893450786724e+02 1.723292598509829787e+01 4.221349710991100324e+01
2.248317527170341350e+02 1.721708818057287615e+01 4.225261918878896950e+01
2.247951994438878671e+02 1.718933660847545397e+01 4.223881861223154743e+01
2.247272275883017869e+02 1.716365439267240589e+01 4.214018903138937588e+01
2.246160621186586752e+02 1.705372440321633931e+01 4.205306431214713569e+01
2.244837678932872223e+02 1.699912523329546232e+01 4.191301109595562480e+01
2.243483922693405361e+02 1.687597151677828933e+01 4.180842025019204300e+01
2.242994403829696637e+02 1.680715702281403168e+01 4.173146560662661386e+01
2.243057316934256562e+02 1.678977413786557094e+01 4.179191213194811638e+01
2.243069598717203519e+02 1.679231081527088421e+01 4.181482839092578985e+01
2.243118360754372986e+02 1.676420291082636993e+01 4.187824678643717391e+01
2.243009124444691054e+02 1.677587133481512893e+01 4.189175382692178573e+01
2.242750140926522420e+02 1.671630541771205358e+01 4.186293909929697321e+01
2.242560233310064746e+02 1.664665412688352220e+01 4.189525289373994354e+01
2.242792491902201277e+02 1.665832401125075535e+01 4.192848818699854263e+01
2.242951351872351324e+02 1.666090011887480671e+01 4.195909771976505453e+01
2.242880815592168915e+02 1.666650651182760612e+01 4.194954392380329011e+01
2.242718582147749373e+02 1.665859710202495947e+01 4.191600195106563831e+01
2.242878741854738962e+02 1.669339500024826606e+01 4.195044935845573519e+01
2.243387347865072741e+02 1.679381208433977690e+01 4.197628783475525438e+01
2.244325757863407773e+02 1.686194604193622837e+01 4.208834997677998047e+01
2.245426065419113968e+02 1.697198848053461617e+01 4.213501929159961179e+01
2.246370302327551087e+02 1.706249835707421880e+01 4.220021058657561497e+01
2.247090152083814019e+02 1.709508816304833445e+01 4.220046031129427178e+01
2.247407565344634577e+02 1.716095853401367322e+01 4.220023687338810703e+01
2.248296629154411619e+02 1.723300922667118584e+01 4.223423302383045552e+01
2.249423135899899933e+02 1.736362839793561008e+01 4.232123799203801440e+01
2.251120489986184907e+02 1.750686231843844709e+01 4.245764610356420121e+01
2.252676523247764919e+02 1.761048347289683491e+01 4.252812981012159099e+01
