  Frequency            , V(MID)               , V(IN)                , V(OUT)               
  2.218196419800e+00  ,2.488596733606e-05  ,1.000000000000e-01  ,5.354982431321e+00  
  2.223309890651e+00  ,2.493002989814e-05  ,1.000000000000e-01  ,5.363776307450e+00  
  2.228435149270e+00  ,2.497413013785e-05  ,1.000000000000e-01  ,5.372572946045e+00  
  2.233572222830e+00  ,2.501826793038e-05  ,1.000000000000e-01  ,5.381372290535e+00  
  2.238721138568e+00  ,2.506244315077e-05  ,1.000000000000e-01  ,5.390174284184e+00  
  2.243881923782e+00  ,2.510665567386e-05  ,1.000000000000e-01  ,5.398978870093e+00  
  2.249054605836e+00  ,2.515090537431e-05  ,1.000000000000e-01  ,5.407785991200e+00  
  2.254239212152e+00  ,2.519519212661e-05  ,1.000000000000e-01  ,5.416595590282e+00  
  2.259435770221e+00  ,2.523951580512e-05  ,1.000000000000e-01  ,5.425407609958e+00  
  2.264644307593e+00  ,2.528387628400e-05  ,1.000000000000e-01  ,5.434221992687e+00  
  2.269864851884e+00  ,2.532827343729e-05  ,1.000000000000e-01  ,5.443038680773e+00  
  2.275097430772e+00  ,2.537270713891e-05  ,1.000000000000e-01  ,5.451857616363e+00  
  2.280342072000e+00  ,2.541717726263e-05  ,1.000000000000e-01  ,5.460678741449e+00  
  2.285598803375e+00  ,2.546168368207e-05  ,1.000000000000e-01  ,5.469501997872e+00  
  2.290867652767e+00  ,2.550622627078e-05  ,1.000000000000e-01  ,5.478327327321e+00  
  2.296148648112e+00  ,2.555080490219e-05  ,1.000000000000e-01  ,5.487154671333e+00  
  2.301441817408e+00  ,2.559541944961e-05  ,1.000000000000e-01  ,5.495983971298e+00  
  2.306747188720e+00  ,2.564006978628e-05  ,1.000000000000e-01  ,5.504815168458e+00  
  2.312064790175e+00  ,2.568475578535e-05  ,1.000000000000e-01  ,5.513648203909e+00  
  2.317394649968e+00  ,2.572947731988e-05  ,1.000000000000e-01  ,5.522483018604e+00  
  2.322736796357e+00  ,2.577423426288e-05  ,1.000000000000e-01  ,5.531319553350e+00  
  2.328091257665e+00  ,2.581902648731e-05  ,1.000000000000e-01  ,5.540157748813e+00  
  2.333458062281e+00  ,2.586385386603e-05  ,1.000000000000e-01  ,5.548997545521e+00  
  2.338837238659e+00  ,2.590871627191e-05  ,1.000000000000e-01  ,5.557838883861e+00  
  2.344228815320e+00  ,2.595361357774e-05  ,1.000000000000e-01  ,5.566681704084e+00  
  2.349632820848e+00  ,2.599854565632e-05  ,1.000000000000e-01  ,5.575525946303e+00  
  2.355049283896e+00  ,2.604351238039e-05  ,1.000000000000e-01  ,5.584371550500e+00  
  2.360478233180e+00  ,2.608851362273e-05  ,1.000000000000e-01  ,5.593218456523e+00  
  2.365919697485e+00  ,2.613354925607e-05  ,1.000000000000e-01  ,5.602066604086e+00  
  2.371373705661e+00  ,2.617861915318e-05  ,1.000000000000e-01  ,5.610915932778e+00  
  2.376840286625e+00  ,2.622372318681e-05  ,1.000000000000e-01  ,5.619766382056e+00  
  2.382319469358e+00  ,2.626886122975e-05  ,1.000000000000e-01  ,5.628617891253e+00  
  2.387811282913e+00  ,2.631403315486e-05  ,1.000000000000e-01  ,5.637470399575e+00  
  2.393315756405e+00  ,2.635923883494e-05  ,1.000000000000e-01  ,5.646323846107e+00  
  2.398832919019e+00  ,2.640447814298e-05  ,1.000000000000e-01  ,5.655178169810e+00  
  2.404362800007e+00  ,2.644975095187e-05  ,1.000000000000e-01  ,5.664033309525e+00  
  2.409905428686e+00  ,2.649505713471e-05  ,1.000000000000e-01  ,5.672889203976e+00  
  2.415460834445e+00  ,2.654039656456e-05  ,1.000000000000e-01  ,5.681745791769e+00  
  2.421029046736e+00  ,2.658576911464e-05  ,1.000000000000e-01  ,5.690603011395e+00  
  2.426610095082e+00  ,2.663117465824e-05  ,1.000000000000e-01  ,5.699460801231e+00  
  2.432204009074e+00  ,2.667661306875e-05  ,1.000000000000e-01  ,5.708319099542e+00  
  2.437810818368e+00  ,2.672208421965e-05  ,1.000000000000e-01  ,5.717177844483e+00  
  2.443430552694e+00  ,2.676758798458e-05  ,1.000000000000e-01  ,5.726036974101e+00  
  2.449063241844e+00  ,2.681312423727e-05  ,1.000000000000e-01  ,5.734896426335e+00  
  2.454708915685e+00  ,2.685869285164e-05  ,1.000000000000e-01  ,5.743756139020e+00  
  2.460367604147e+00  ,2.690429370170e-05  ,1.000000000000e-01  ,5.752616049887e+00  
  2.466039337234e+00  ,2.694992666163e-05  ,1.000000000000e-01  ,5.761476096565e+00  
  2.471724145016e+00  ,2.699559160583e-05  ,1.000000000000e-01  ,5.770336216583e+00  
  2.477422057633e+00  ,2.704128840881e-05  ,1.000000000000e-01  ,5.779196347372e+00  
  2.483133105295e+00  ,2.708701694530e-05  ,1.000000000000e-01  ,5.788056426267e+00  
  2.488857318282e+00  ,2.713277709018e-05  ,1.000000000000e-01  ,5.796916390508e+00  
  2.494594726943e+00  ,2.717856871862e-05  ,1.000000000000e-01  ,5.805776177242e+00  
  2.500345361696e+00  ,2.722439170592e-05  ,1.000000000000e-01  ,5.814635723524e+00  
  2.506109253032e+00  ,2.727024592766e-05  ,1.000000000000e-01  ,5.823494966322e+00  
  2.511886431509e+00  ,2.731613125958e-05  ,1.000000000000e-01  ,5.832353842514e+00  
  2.517676927759e+00  ,2.736204757777e-05  ,1.000000000000e-01  ,5.841212288895e+00  
  2.523480772480e+00  ,2.740799475849e-05  ,1.000000000000e-01  ,5.850070242173e+00  
  2.529297996446e+00  ,2.745397267826e-05  ,1.000000000000e-01  ,5.858927638976e+00  
  2.535128630498e+00  ,2.749998121392e-05  ,1.000000000000e-01  ,5.867784415853e+00  
  2.540972705549e+00  ,2.754602024258e-05  ,1.000000000000e-01  ,5.876640509272e+00  
  2.546830252585e+00  ,2.759208964163e-05  ,1.000000000000e-01  ,5.885495855626e+00  
  2.552701302661e+00  ,2.763818928873e-05  ,1.000000000000e-01  ,5.894350391235e+00  
  2.558585886905e+00  ,2.768431906192e-05  ,1.000000000000e-01  ,5.903204052342e+00  
  2.564484036517e+00  ,2.773047883950e-05  ,1.000000000000e-01  ,5.912056775124e+00  
  2.570395782769e+00  ,2.777666850016e-05  ,1.000000000000e-01  ,5.920908495687e+00  
  2.576321157002e+00  ,2.782288792288e-05  ,1.000000000000e-01  ,5.929759150070e+00  
  2.582260190634e+00  ,2.786913698700e-05  ,1.000000000000e-01  ,5.938608674248e+00  
  2.588212915153e+00  ,2.791541557225e-05  ,1.000000000000e-01  ,5.947457004132e+00  
  2.594179362118e+00  ,2.796172355873e-05  ,1.000000000000e-01  ,5.956304075572e+00  
  2.600159563165e+00  ,2.800806082686e-05  ,1.000000000000e-01  ,5.965149824359e+00  
  2.606153549999e+00  ,2.805442725754e-05  ,1.000000000000e-01  ,5.973994186227e+00  
  2.612161354399e+00  ,2.810082273204e-05  ,1.000000000000e-01  ,5.982837096855e+00  
  2.618183008219e+00  ,2.814724713200e-05  ,1.000000000000e-01  ,5.991678491868e+00  
  2.624218543384e+00  ,2.819370033956e-05  ,1.000000000000e-01  ,6.000518306840e+00  
  2.630267991895e+00  ,2.824018223724e-05  ,1.000000000000e-01  ,6.009356477297e+00  
  2.636331385825e+00  ,2.828669270801e-05  ,1.000000000000e-01  ,6.018192938715e+00  
  2.642408757322e+00  ,2.833323163535e-05  ,1.000000000000e-01  ,6.027027626527e+00  
  2.648500138606e+00  ,2.837979890311e-05  ,1.000000000000e-01  ,6.035860476122e+00  
  2.654605561975e+00  ,2.842639439570e-05  ,1.000000000000e-01  ,6.044691422847e+00  
  2.660725059798e+00  ,2.847301799798e-05  ,1.000000000000e-01  ,6.053520402012e+00  
  2.666858664521e+00  ,2.851966959529e-05  ,1.000000000000e-01  ,6.062347348887e+00  
  2.673006408663e+00  ,2.856634907355e-05  ,1.000000000000e-01  ,6.071172198709e+00  
  2.679168324819e+00  ,2.861305631910e-05  ,1.000000000000e-01  ,6.079994886681e+00  
  2.685344445658e+00  ,2.865979121887e-05  ,1.000000000000e-01  ,6.088815347973e+00  
  2.691534803927e+00  ,2.870655366034e-05  ,1.000000000000e-01  ,6.097633517731e+00  
  2.697739432445e+00  ,2.875334353152e-05  ,1.000000000000e-01  ,6.106449331069e+00  
  2.703958364108e+00  ,2.880016072095e-05  ,1.000000000000e-01  ,6.115262723079e+00  
  2.710191631890e+00  ,2.884700511782e-05  ,1.000000000000e-01  ,6.124073628829e+00  
  2.716439268839e+00  ,2.889387661182e-05  ,1.000000000000e-01  ,6.132881983366e+00  
  2.722701308078e+00  ,2.894077509329e-05  ,1.000000000000e-01  ,6.141687721721e+00  
  2.728977782808e+00  ,2.898770045318e-05  ,1.000000000000e-01  ,6.150490778904e+00  
  2.735268726306e+00  ,2.903465258298e-05  ,1.000000000000e-01  ,6.159291089915e+00  
  2.741574171928e+00  ,2.908163137492e-05  ,1.000000000000e-01  ,6.168088589739e+00  
  2.747894153102e+00  ,2.912863672176e-05  ,1.000000000000e-01  ,6.176883213352e+00  
  2.754228703338e+00  ,2.917566851699e-05  ,1.000000000000e-01  ,6.185674895721e+00  
  2.760577856220e+00  ,2.922272665473e-05  ,1.000000000000e-01  ,6.194463571807e+00  
  2.766941645411e+00  ,2.926981102974e-05  ,1.000000000000e-01  ,6.203249176568e+00  
  2.773320104651e+00  ,2.931692153751e-05  ,1.000000000000e-01  ,6.212031644961e+00  
  2.779713267759e+00  ,2.936405807419e-05  ,1.000000000000e-01  ,6.220810911940e+00  
  2.786121168629e+00  ,2.941122053669e-05  ,1.000000000000e-01  ,6.229586912466e+00  
  2.792543841237e+00  ,2.945840882254e-05  ,1.000000000000e-01  ,6.238359581501e+00  
  2.798981319634e+00  ,2.950562283007e-05  ,1.000000000000e-01  ,6.247128854017e+00  
  2.805433637951e+00  ,2.955286245834e-05  ,1.000000000000e-01  ,6.255894664991e+00  
  2.811900830399e+00  ,2.960012760712e-05  ,1.000000000000e-01  ,6.264656949415e+00  
  2.818382931264e+00  ,2.964741817698e-05  ,1.000000000000e-01  ,6.273415642292e+00  
  2.824879974915e+00  ,2.969473406925e-05  ,1.000000000000e-01  ,6.282170678642e+00  
  2.831391995799e+00  ,2.974207518602e-05  ,1.000000000000e-01  ,6.290921993501e+00  
  2.837919028441e+00  ,2.978944143021e-05  ,1.000000000000e-01  ,6.299669521926e+00  
  2.844461107448e+00  ,2.983683270551e-05  ,1.000000000000e-01  ,6.308413198996e+00  
  2.851018267504e+00  ,2.988424891646e-05  ,1.000000000000e-01  ,6.317152959812e+00  
  2.857590543375e+00  ,2.993168996839e-05  ,1.000000000000e-01  ,6.325888739504e+00  
  2.864177969906e+00  ,2.997915576748e-05  ,1.000000000000e-01  ,6.334620473229e+00  
  2.870780582024e+00  ,3.002664622078e-05  ,1.000000000000e-01  ,6.343348096175e+00  
  2.877398414735e+00  ,3.007416123620e-05  ,1.000000000000e-01  ,6.352071543562e+00  
  2.884031503126e+00  ,3.012170072246e-05  ,1.000000000000e-01  ,6.360790750648e+00  
  2.890679882365e+00  ,3.016926458927e-05  ,1.000000000000e-01  ,6.369505652724e+00  
  2.897343587701e+00  ,3.021685274713e-05  ,1.000000000000e-01  ,6.378216185123e+00  
  2.904022654464e+00  ,3.026446510751e-05  ,1.000000000000e-01  ,6.386922283220e+00  
  2.910717118066e+00  ,3.031210158277e-05  ,1.000000000000e-01  ,6.395623882430e+00  
  2.917427014001e+00  ,3.035976208620e-05  ,1.000000000000e-01  ,6.404320918219e+00  
  2.924152377843e+00  ,3.040744653206e-05  ,1.000000000000e-01  ,6.413013326098e+00  
  2.930893245250e+00  ,3.045515483551e-05  ,1.000000000000e-01  ,6.421701041628e+00  
  2.937649651961e+00  ,3.050288691272e-05  ,1.000000000000e-01  ,6.430384000425e+00  
  2.944421633798e+00  ,3.055064268079e-05  ,1.000000000000e-01  ,6.439062138158e+00  
  2.951209226666e+00  ,3.059842205784e-05  ,1.000000000000e-01  ,6.447735390552e+00  
  2.958012466551e+00  ,3.064622496297e-05  ,1.000000000000e-01  ,6.456403693394e+00  
  2.964831389524e+00  ,3.069405131630e-05  ,1.000000000000e-01  ,6.465066982529e+00  
  2.971666031738e+00  ,3.074190103893e-05  ,1.000000000000e-01  ,6.473725193867e+00  
  2.978516429429e+00  ,3.078977405306e-05  ,1.000000000000e-01  ,6.482378263384e+00  
  2.985382618918e+00  ,3.083767028184e-05  ,1.000000000000e-01  ,6.491026127124e+00  
  2.992264636608e+00  ,3.088558964957e-05  ,1.000000000000e-01  ,6.499668721201e+00  
  2.999162518987e+00  ,3.093353208152e-05  ,1.000000000000e-01  ,6.508305981798e+00  
  3.006076302628e+00  ,3.098149750413e-05  ,1.000000000000e-01  ,6.516937845178e+00  
  3.013006024186e+00  ,3.102948584486e-05  ,1.000000000000e-01  ,6.525564247677e+00  
  3.019951720402e+00  ,3.107749703225e-05  ,1.000000000000e-01  ,6.534185125710e+00  
  3.026913428101e+00  ,3.112553099603e-05  ,1.000000000000e-01  ,6.542800415774e+00  
  3.033891184194e+00  ,3.117358766698e-05  ,1.000000000000e-01  ,6.551410054448e+00  
  3.040885025676e+00  ,3.122166697704e-05  ,1.000000000000e-01  ,6.560013978398e+00  
  3.047894989628e+00  ,3.126976885929e-05  ,1.000000000000e-01  ,6.568612124376e+00  
  3.054921113215e+00  ,3.131789324796e-05  ,1.000000000000e-01  ,6.577204429225e+00  
  3.061963433690e+00  ,3.136604007845e-05  ,1.000000000000e-01  ,6.585790829878e+00  
  3.069021988391e+00  ,3.141420928734e-05  ,1.000000000000e-01  ,6.594371263364e+00  
  3.076096814740e+00  ,3.146240081237e-05  ,1.000000000000e-01  ,6.602945666807e+00  
  3.083187950249e+00  ,3.151061459251e-05  ,1.000000000000e-01  ,6.611513977430e+00  
  3.090295432513e+00  ,3.155885056794e-05  ,1.000000000000e-01  ,6.620076132556e+00  
  3.097419299216e+00  ,3.160710868003e-05  ,1.000000000000e-01  ,6.628632069612e+00  
  3.104559588128e+00  ,3.165538887142e-05  ,1.000000000000e-01  ,6.637181726127e+00  
  3.111716337106e+00  ,3.170369108596e-05  ,1.000000000000e-01  ,6.645725039741e+00  
  3.118889584094e+00  ,3.175201526878e-05  ,1.000000000000e-01  ,6.654261948199e+00  
  3.126079367124e+00  ,3.180036136626e-05  ,1.000000000000e-01  ,6.662792389360e+00  
  3.133285724315e+00  ,3.184872932606e-05  ,1.000000000000e-01  ,6.671316301196e+00  
  3.140508693876e+00  ,3.189711909711e-05  ,1.000000000000e-01  ,6.679833621795e+00  
  3.147748314101e+00  ,3.194553062970e-05  ,1.000000000000e-01  ,6.688344289361e+00  
  3.155004623374e+00  ,3.199396387534e-05  ,1.000000000000e-01  ,6.696848242219e+00  
  3.162277660168e+00  ,3.204241878694e-05  ,1.000000000000e-01  ,6.705345418817e+00  
  3.169567463043e+00  ,3.209089531870e-05  ,1.000000000000e-01  ,6.713835757724e+00  
  3.176874070649e+00  ,3.213939342615e-05  ,1.000000000000e-01  ,6.722319197638e+00  
  3.184197521726e+00  ,3.218791306622e-05  ,1.000000000000e-01  ,6.730795677385e+00  
  3.191537855100e+00  ,3.223645419715e-05  ,1.000000000000e-01  ,6.739265135920e+00  
  3.198895109691e+00  ,3.228501677860e-05  ,1.000000000000e-01  ,6.747727512331e+00  
  3.206269324505e+00  ,3.233360077161e-05  ,1.000000000000e-01  ,6.756182745842e+00  
  3.213660538640e+00  ,3.238220613856e-05  ,1.000000000000e-01  ,6.764630775812e+00  
  3.221068791283e+00  ,3.243083284332e-05  ,1.000000000000e-01  ,6.773071541739e+00  
  3.228494121712e+00  ,3.247948085112e-05  ,1.000000000000e-01  ,6.781504983263e+00  
  3.235936569296e+00  ,3.252815012866e-05  ,1.000000000000e-01  ,6.789931040165e+00  
  3.243396173493e+00  ,3.257684064403e-05  ,1.000000000000e-01  ,6.798349652372e+00  
  3.250872973854e+00  ,3.262555236681e-05  ,1.000000000000e-01  ,6.806760759959e+00  
  3.258367010020e+00  ,3.267428526803e-05  ,1.000000000000e-01  ,6.815164303148e+00  
  3.265878321723e+00  ,3.272303932018e-05  ,1.000000000000e-01  ,6.823560222314e+00  
  3.273406948788e+00  ,3.277181449725e-05  ,1.000000000000e-01  ,6.831948457983e+00  
  3.280952931131e+00  ,3.282061077471e-05  ,1.000000000000e-01  ,6.840328950837e+00  
  3.288516308759e+00  ,3.286942812953e-05  ,1.000000000000e-01  ,6.848701641718e+00  
  3.296097121774e+00  ,3.291826654021e-05  ,1.000000000000e-01  ,6.857066471622e+00  
  3.303695410368e+00  ,3.296712598675e-05  ,1.000000000000e-01  ,6.865423381711e+00  
  3.311311214825e+00  ,3.301600645070e-05  ,1.000000000000e-01  ,6.873772313306e+00  
  3.318944575526e+00  ,3.306490791517e-05  ,1.000000000000e-01  ,6.882113207896e+00  
  3.326595532940e+00  ,3.311383036477e-05  ,1.000000000000e-01  ,6.890446007137e+00  
  3.334264127632e+00  ,3.316277378574e-05  ,1.000000000000e-01  ,6.898770652852e+00  
  3.341950400261e+00  ,3.321173816584e-05  ,1.000000000000e-01  ,6.907087087037e+00  
  3.349654391578e+00  ,3.326072349446e-05  ,1.000000000000e-01  ,6.915395251860e+00  
  3.357376142429e+00  ,3.330972976257e-05  ,1.000000000000e-01  ,6.923695089666e+00  
  3.365115693754e+00  ,3.335875696273e-05  ,1.000000000000e-01  ,6.931986542973e+00  
  3.372873086588e+00  ,3.340780508913e-05  ,1.000000000000e-01  ,6.940269554481e+00  
  3.380648362059e+00  ,3.345687413758e-05  ,1.000000000000e-01  ,6.948544067069e+00  
  3.388441561392e+00  ,3.350596410554e-05  ,1.000000000000e-01  ,6.956810023801e+00  
  3.396252725904e+00  ,3.355507499208e-05  ,1.000000000000e-01  ,6.965067367922e+00  
  3.404081897010e+00  ,3.360420679799e-05  ,1.000000000000e-01  ,6.973316042866e+00  
  3.411929116219e+00  ,3.365335952562e-05  ,1.000000000000e-01  ,6.981555992255e+00  
  3.419794425137e+00  ,3.370253317913e-05  ,1.000000000000e-01  ,6.989787159899e+00  
  3.427677865464e+00  ,3.375172776424e-05  ,1.000000000000e-01  ,6.998009489803e+00  
  3.435579478998e+00  ,3.380094328846e-05  ,1.000000000000e-01  ,7.006222926164e+00  
  3.443499307633e+00  ,3.385017976095e-05  ,1.000000000000e-01  ,7.014427413376e+00  
  3.451437393358e+00  ,3.389943719255e-05  ,1.000000000000e-01  ,7.022622896028e+00  
  3.459393778261e+00  ,3.394871559594e-05  ,1.000000000000e-01  ,7.030809318911e+00  
  3.467368504525e+00  ,3.399801498543e-05  ,1.000000000000e-01  ,7.038986627015e+00  
  3.475361614432e+00  ,3.404733537710e-05  ,1.000000000000e-01  ,7.047154765535e+00  
  3.483373150360e+00  ,3.409667678878e-05  ,1.000000000000e-01  ,7.055313679869e+00  
  3.491403154785e+00  ,3.414603924009e-05  ,1.000000000000e-01  ,7.063463315622e+00  
  3.499451670283e+00  ,3.419542275239e-05  ,1.000000000000e-01  ,7.071603618607e+00  
  3.507518739525e+00  ,3.424482734878e-05  ,1.000000000000e-01  ,7.079734534848e+00  
  3.515604405283e+00  ,3.429425305426e-05  ,1.000000000000e-01  ,7.087856010579e+00  
  3.523708710424e+00  ,3.434369989553e-05  ,1.000000000000e-01  ,7.095967992248e+00  
  3.531831697919e+00  ,3.439316790114e-05  ,1.000000000000e-01  ,7.104070426518e+00  
  3.539973410834e+00  ,3.444265710143e-05  ,1.000000000000e-01  ,7.112163260270e+00  
  3.548133892335e+00  ,3.449216752860e-05  ,1.000000000000e-01  ,7.120246440602e+00  
  3.556313185689e+00  ,3.454169921664e-05  ,1.000000000000e-01  ,7.128319914833e+00  
  3.564511334262e+00  ,3.459125220142e-05  ,1.000000000000e-01  ,7.136383630504e+00  
  3.572728381519e+00  ,3.464082652064e-05  ,1.000000000000e-01  ,7.144437535378e+00  
  3.580964371026e+00  ,3.469042221385e-05  ,1.000000000000e-01  ,7.152481577444e+00  
  3.589219346450e+00  ,3.474003932253e-05  ,1.000000000000e-01  ,7.160515704918e+00  
  3.597493351557e+00  ,3.478967788996e-05  ,1.000000000000e-01  ,7.168539866244e+00  
  3.605786430216e+00  ,3.483933796133e-05  ,1.000000000000e-01  ,7.176554010096e+00  
  3.614098626396e+00  ,3.488901958375e-05  ,1.000000000000e-01  ,7.184558085380e+00  
  3.622429984166e+00  ,3.493872280622e-05  ,1.000000000000e-01  ,7.192552041234e+00  
  3.630780547701e+00  ,3.498844767960e-05  ,1.000000000000e-01  ,7.200535827031e+00  
  3.639150361272e+00  ,3.503819425678e-05  ,1.000000000000e-01  ,7.208509392380e+00  
  3.647539469256e+00  ,3.508796259247e-05  ,1.000000000000e-01  ,7.216472687130e+00  
  3.655947916131e+00  ,3.513775274338e-05  ,1.000000000000e-01  ,7.224425661364e+00  
  3.664375746478e+00  ,3.518756476813e-05  ,1.000000000000e-01  ,7.232368265412e+00  
  3.672823004980e+00  ,3.523739872730e-05  ,1.000000000000e-01  ,7.240300449840e+00  
  3.681289736425e+00  ,3.528725468344e-05  ,1.000000000000e-01  ,7.248222165463e+00  
  3.689775985701e+00  ,3.533713270105e-05  ,1.000000000000e-01  ,7.256133363338e+00  
  3.698281797802e+00  ,3.538703284665e-05  ,1.000000000000e-01  ,7.264033994770e+00  
  3.706807217825e+00  ,3.543695518867e-05  ,1.000000000000e-01  ,7.271924011310e+00  
  3.715352290971e+00  ,3.548689979761e-05  ,1.000000000000e-01  ,7.279803364761e+00  
  3.723917062545e+00  ,3.553686674586e-05  ,1.000000000000e-01  ,7.287672007174e+00  
  3.732501577957e+00  ,3.558685610797e-05  ,1.000000000000e-01  ,7.295529890856e+00  
  3.741105882720e+00  ,3.563686796038e-05  ,1.000000000000e-01  ,7.303376968363e+00  
  3.749730022454e+00  ,3.568690238161e-05  ,1.000000000000e-01  ,7.311213192509e+00  
  3.758374042884e+00  ,3.573695945215e-05  ,1.000000000000e-01  ,7.319038516363e+00  
  3.767037989839e+00  ,3.578703925459e-05  ,1.000000000000e-01  ,7.326852893253e+00  
  3.775721909254e+00  ,3.583714187355e-05  ,1.000000000000e-01  ,7.334656276764e+00  
  3.784425847170e+00  ,3.588726739568e-05  ,1.000000000000e-01  ,7.342448620743e+00  
  3.793149849736e+00  ,3.593741590967e-05  ,1.000000000000e-01  ,7.350229879295e+00  
  3.801893963205e+00  ,3.598758750634e-05  ,1.000000000000e-01  ,7.358000006793e+00  
  3.810658233937e+00  ,3.603778227850e-05  ,1.000000000000e-01  ,7.365758957869e+00  
  3.819442708400e+00  ,3.608800032114e-05  ,1.000000000000e-01  ,7.373506687424e+00  
  3.828247433168e+00  ,3.613824173123e-05  ,1.000000000000e-01  ,7.381243150622e+00  
  3.837072454922e+00  ,3.618850660787e-05  ,1.000000000000e-01  ,7.388968302897e+00  
  3.845917820453e+00  ,3.623879505228e-05  ,1.000000000000e-01  ,7.396682099952e+00  
  3.854783576657e+00  ,3.628910716777e-05  ,1.000000000000e-01  ,7.404384497758e+00  
  3.863669770540e+00  ,3.633944305977e-05  ,1.000000000000e-01  ,7.412075452559e+00  
  3.872576449216e+00  ,3.638980283579e-05  ,1.000000000000e-01  ,7.419754920870e+00  
  3.881503659906e+00  ,3.644018660552e-05  ,1.000000000000e-01  ,7.427422859479e+00  
  3.890451449942e+00  ,3.649059448074e-05  ,1.000000000000e-01  ,7.435079225451e+00  
  3.899419866765e+00  ,3.654102657538e-05  ,1.000000000000e-01  ,7.442723976124e+00  
  3.908408957923e+00  ,3.659148300552e-05  ,1.000000000000e-01  ,7.450357069114e+00  
  3.917418771077e+00  ,3.664196388937e-05  ,1.000000000000e-01  ,7.457978462313e+00  
  3.926449353995e+00  ,3.669246934733e-05  ,1.000000000000e-01  ,7.465588113895e+00  
  3.935500754557e+00  ,3.674299950191e-05  ,1.000000000000e-01  ,7.473185982310e+00  
  3.944573020752e+00  ,3.679355447783e-05  ,1.000000000000e-01  ,7.480772026291e+00  
  3.953666200681e+00  ,3.684413440194e-05  ,1.000000000000e-01  ,7.488346204853e+00  
  3.962780342554e+00  ,3.689473940333e-05  ,1.000000000000e-01  ,7.495908477293e+00  
  3.971915494694e+00  ,3.694536961321e-05  ,1.000000000000e-01  ,7.503458803191e+00  
  3.981071705534e+00  ,3.699602516503e-05  ,1.000000000000e-01  ,7.510997142413e+00  
  3.990249023621e+00  ,3.704670619437e-05  ,1.000000000000e-01  ,7.518523455110e+00  
  3.999447497610e+00  ,3.709741283910e-05  ,1.000000000000e-01  ,7.526037701719e+00  
  4.008667176272e+00  ,3.714814523919e-05  ,1.000000000000e-01  ,7.533539842966e+00  
  4.017908108489e+00  ,3.719890353693e-05  ,1.000000000000e-01  ,7.541029839863e+00  
  4.027170343254e+00  ,3.724968787673e-05  ,1.000000000000e-01  ,7.548507653712e+00  
  4.036453929675e+00  ,3.730049840528e-05  ,1.000000000000e-01  ,7.555973246106e+00  
  4.045758916974e+00  ,3.735133527149e-05  ,1.000000000000e-01  ,7.563426578928e+00  
  4.055085354483e+00  ,3.740219862646e-05  ,1.000000000000e-01  ,7.570867614352e+00  
  4.064433291652e+00  ,3.745308862356e-05  ,1.000000000000e-01  ,7.578296314844e+00  
  4.073802778041e+00  ,3.750400541840e-05  ,1.000000000000e-01  ,7.585712643166e+00  
  4.083193863326e+00  ,3.755494916881e-05  ,1.000000000000e-01  ,7.593116562371e+00  
  4.092606597300e+00  ,3.760592003490e-05  ,1.000000000000e-01  ,7.600508035806e+00  
  4.102041029865e+00  ,3.765691817902e-05  ,1.000000000000e-01  ,7.607887027118e+00  
  4.111497211045e+00  ,3.770794376577e-05  ,1.000000000000e-01  ,7.615253500244e+00  
  4.120975190973e+00  ,3.775899696201e-05  ,1.000000000000e-01  ,7.622607419423e+00  
  4.130475019901e+00  ,3.781007793688e-05  ,1.000000000000e-01  ,7.629948749187e+00  
  4.139996748197e+00  ,3.786118686179e-05  ,1.000000000000e-01  ,7.637277454370e+00  
  4.149540426343e+00  ,3.791232391044e-05  ,1.000000000000e-01  ,7.644593500103e+00  
  4.159106104940e+00  ,3.796348925876e-05  ,1.000000000000e-01  ,7.651896851815e+00  
  4.168693834703e+00  ,3.801468308499e-05  ,1.000000000000e-01  ,7.659187475237e+00  
  4.178303666466e+00  ,3.806590556966e-05  ,1.000000000000e-01  ,7.666465336399e+00  
  4.187935651179e+00  ,3.811715689560e-05  ,1.000000000000e-01  ,7.673730401634e+00  
  4.197589839909e+00  ,3.816843724792e-05  ,1.000000000000e-01  ,7.680982637575e+00  
  4.207266283844e+00  ,3.821974681401e-05  ,1.000000000000e-01  ,7.688222011157e+00  
  4.216965034285e+00  ,3.827108578361e-05  ,1.000000000000e-01  ,7.695448489619e+00  
  4.226686142655e+00  ,3.832245434871e-05  ,1.000000000000e-01  ,7.702662040503e+00  
  4.236429660495e+00  ,3.837385270364e-05  ,1.000000000000e-01  ,7.709862631654e+00  
  4.246195639463e+00  ,3.842528104503e-05  ,1.000000000000e-01  ,7.717050231221e+00  
  4.255984131337e+00  ,3.847673957184e-05  ,1.000000000000e-01  ,7.724224807658e+00  
  4.265795188015e+00  ,3.852822848530e-05  ,1.000000000000e-01  ,7.731386329724e+00  
  4.275628861515e+00  ,3.857974798902e-05  ,1.000000000000e-01  ,7.738534766484e+00  
  4.285485203974e+00  ,3.863129828891e-05  ,1.000000000000e-01  ,7.745670087308e+00  
  4.295364267648e+00  ,3.868287959319e-05  ,1.000000000000e-01  ,7.752792261872e+00  
  4.305266104917e+00  ,3.873449211242e-05  ,1.000000000000e-01  ,7.759901260160e+00  
  4.315190768277e+00  ,3.878613605951e-05  ,1.000000000000e-01  ,7.766997052461e+00  
  4.325138310349e+00  ,3.883781164966e-05  ,1.000000000000e-01  ,7.774079609373e+00  
