  Frequency            , V(MID)               , V(IN)                , V(OUT)               
  1.415793779957e+01  ,8.077503255088e-05  ,1.000000000000e-01  ,9.705456856930e+00  
  1.419057521689e+01  ,8.091713695800e-05  ,1.000000000000e-01  ,9.706738920843e+00  
  1.422328787123e+01  ,8.105962320570e-05  ,1.000000000000e-01  ,9.708015597234e+00  
  1.425607593602e+01  ,8.120249227938e-05  ,1.000000000000e-01  ,9.709286906549e+00  
  1.428893958511e+01  ,8.134574516569e-05  ,1.000000000000e-01  ,9.710552869174e+00  
  1.432187899273e+01  ,8.148938285250e-05  ,1.000000000000e-01  ,9.711813505437e+00  
  1.435489433353e+01  ,8.163340632892e-05  ,1.000000000000e-01  ,9.713068835608e+00  
  1.438798578256e+01  ,8.177781658529e-05  ,1.000000000000e-01  ,9.714318879896e+00  
  1.442115351525e+01  ,8.192261461322e-05  ,1.000000000000e-01  ,9.715563658454e+00  
  1.445439770746e+01  ,8.206780140554e-05  ,1.000000000000e-01  ,9.716803191374e+00  
  1.448771853545e+01  ,8.221337795637e-05  ,1.000000000000e-01  ,9.718037498689e+00  
  1.452111617587e+01  ,8.235934526107e-05  ,1.000000000000e-01  ,9.719266600376e+00  
  1.455459080582e+01  ,8.250570431628e-05  ,1.000000000000e-01  ,9.720490516351e+00  
  1.458814260275e+01  ,8.265245611990e-05  ,1.000000000000e-01  ,9.721709266472e+00  
  1.462177174456e+01  ,8.279960167116e-05  ,1.000000000000e-01  ,9.722922870539e+00  
  1.465547840956e+01  ,8.294714197050e-05  ,1.000000000000e-01  ,9.724131348290e+00  
  1.468926277644e+01  ,8.309507801970e-05  ,1.000000000000e-01  ,9.725334719409e+00  
  1.472312502432e+01  ,8.324341082185e-05  ,1.000000000000e-01  ,9.726533003519e+00  
  1.475706533276e+01  ,8.339214138127e-05  ,1.000000000000e-01  ,9.727726220184e+00  
  1.479108388168e+01  ,8.354127070369e-05  ,1.000000000000e-01  ,9.728914388911e+00  
  1.482518085146e+01  ,8.369079979607e-05  ,1.000000000000e-01  ,9.730097529146e+00  
  1.485935642287e+01  ,8.384072966673e-05  ,1.000000000000e-01  ,9.731275660278e+00  
  1.489361077711e+01  ,8.399106132532e-05  ,1.000000000000e-01  ,9.732448801639e+00  
  1.492794409579e+01  ,8.414179578279e-05  ,1.000000000000e-01  ,9.733616972499e+00  
  1.496235656094e+01  ,8.429293405147e-05  ,1.000000000000e-01  ,9.734780192073e+00  
  1.499684835502e+01  ,8.444447714500e-05  ,1.000000000000e-01  ,9.735938479515e+00  
  1.503141966090e+01  ,8.459642607837e-05  ,1.000000000000e-01  ,9.737091853922e+00  
  1.506607066186e+01  ,8.474878186796e-05  ,1.000000000000e-01  ,9.738240334333e+00  
  1.510080154164e+01  ,8.490154553148e-05  ,1.000000000000e-01  ,9.739383939726e+00  
  1.513561248436e+01  ,8.505471808799e-05  ,1.000000000000e-01  ,9.740522689025e+00  
  1.517050367459e+01  ,8.520830055800e-05  ,1.000000000000e-01  ,9.741656601093e+00  
  1.520547529732e+01  ,8.536229396331e-05  ,1.000000000000e-01  ,9.742785694734e+00  
  1.524052753797e+01  ,8.551669932715e-05  ,1.000000000000e-01  ,9.743909988696e+00  
  1.527566058238e+01  ,8.567151767417e-05  ,1.000000000000e-01  ,9.745029501668e+00  
  1.531087461682e+01  ,8.582675003035e-05  ,1.000000000000e-01  ,9.746144252282e+00  
  1.534616982799e+01  ,8.598239742312e-05  ,1.000000000000e-01  ,9.747254259110e+00  
  1.538154640303e+01  ,8.613846088132e-05  ,1.000000000000e-01  ,9.748359540667e+00  
  1.541700452949e+01  ,8.629494143520e-05  ,1.000000000000e-01  ,9.749460115410e+00  
  1.545254439538e+01  ,8.645184011643e-05  ,1.000000000000e-01  ,9.750556001740e+00  
  1.548816618912e+01  ,8.660915795811e-05  ,1.000000000000e-01  ,9.751647217996e+00  
  1.552387009958e+01  ,8.676689599475e-05  ,1.000000000000e-01  ,9.752733782464e+00  
  1.555965631605e+01  ,8.692505526239e-05  ,1.000000000000e-01  ,9.753815713368e+00  
  1.559552502827e+01  ,8.708363679843e-05  ,1.000000000000e-01  ,9.754893028879e+00  
  1.563147642641e+01  ,8.724264164174e-05  ,1.000000000000e-01  ,9.755965747106e+00  
  1.566751070108e+01  ,8.740207083267e-05  ,1.000000000000e-01  ,9.757033886102e+00  
  1.570362804333e+01  ,8.756192541307e-05  ,1.000000000000e-01  ,9.758097463865e+00  
  1.573982864466e+01  ,8.772220642619e-05  ,1.000000000000e-01  ,9.759156498331e+00  
  1.577611269699e+01  ,8.788291491681e-05  ,1.000000000000e-01  ,9.760211007383e+00  
  1.581248039270e+01  ,8.804405193121e-05  ,1.000000000000e-01  ,9.761261008845e+00  
  1.584893192461e+01  ,8.820561851712e-05  ,1.000000000000e-01  ,9.762306520482e+00  
  1.588546748598e+01  ,8.836761572381e-05  ,1.000000000000e-01  ,9.763347560005e+00  
  1.592208727051e+01  ,8.853004460203e-05  ,1.000000000000e-01  ,9.764384145066e+00  
  1.595879147236e+01  ,8.869290620408e-05  ,1.000000000000e-01  ,9.765416293261e+00  
  1.599558028614e+01  ,8.885620158373e-05  ,1.000000000000e-01  ,9.766444022128e+00  
  1.603245390690e+01  ,8.901993179632e-05  ,1.000000000000e-01  ,9.767467349149e+00  
  1.606941253013e+01  ,8.918409789872e-05  ,1.000000000000e-01  ,9.768486291748e+00  
  1.610645635178e+01  ,8.934870094932e-05  ,1.000000000000e-01  ,9.769500867295e+00  
  1.614358556826e+01  ,8.951374200808e-05  ,1.000000000000e-01  ,9.770511093100e+00  
  1.618080037643e+01  ,8.967922213649e-05  ,1.000000000000e-01  ,9.771516986419e+00  
  1.621810097359e+01  ,8.984514239764e-05  ,1.000000000000e-01  ,9.772518564449e+00  
  1.625548755750e+01  ,9.001150385616e-05  ,1.000000000000e-01  ,9.773515844334e+00  
  1.629296032639e+01  ,9.017830757824e-05  ,1.000000000000e-01  ,9.774508843158e+00  
  1.633051947894e+01  ,9.034555463170e-05  ,1.000000000000e-01  ,9.775497577952e+00  
  1.636816521428e+01  ,9.051324608593e-05  ,1.000000000000e-01  ,9.776482065689e+00  
  1.640589773199e+01  ,9.068138301189e-05  ,1.000000000000e-01  ,9.777462323285e+00  
  1.644371723215e+01  ,9.084996648218e-05  ,1.000000000000e-01  ,9.778438367602e+00  
  1.648162391525e+01  ,9.101899757098e-05  ,1.000000000000e-01  ,9.779410215445e+00  
  1.651961798229e+01  ,9.118847735412e-05  ,1.000000000000e-01  ,9.780377883564e+00  
  1.655769963469e+01  ,9.135840690904e-05  ,1.000000000000e-01  ,9.781341388652e+00  
  1.659586907437e+01  ,9.152878731479e-05  ,1.000000000000e-01  ,9.782300747348e+00  
  1.663412650370e+01  ,9.169961965209e-05  ,1.000000000000e-01  ,9.783255976232e+00  
  1.667247212551e+01  ,9.187090500329e-05  ,1.000000000000e-01  ,9.784207091833e+00  
  1.671090614310e+01  ,9.204264445241e-05  ,1.000000000000e-01  ,9.785154110622e+00  
  1.674942876026e+01  ,9.221483908511e-05  ,1.000000000000e-01  ,9.786097049015e+00  
  1.678804018122e+01  ,9.238748998872e-05  ,1.000000000000e-01  ,9.787035923372e+00  
  1.682674061070e+01  ,9.256059825225e-05  ,1.000000000000e-01  ,9.787970749999e+00  
  1.686553025388e+01  ,9.273416496642e-05  ,1.000000000000e-01  ,9.788901545148e+00  
  1.690440931643e+01  ,9.290819122356e-05  ,1.000000000000e-01  ,9.789828325013e+00  
  1.694337800447e+01  ,9.308267811781e-05  ,1.000000000000e-01  ,9.790751105735e+00  
  1.698243652461e+01  ,9.325762674489e-05  ,1.000000000000e-01  ,9.791669903400e+00  
  1.702158508395e+01  ,9.343303820234e-05  ,1.000000000000e-01  ,9.792584734040e+00  
  1.706082389003e+01  ,9.360891358934e-05  ,1.000000000000e-01  ,9.793495613631e+00  
  1.710015315090e+01  ,9.378525400686e-05  ,1.000000000000e-01  ,9.794402558096e+00  
  1.713957307508e+01  ,9.396206055755e-05  ,1.000000000000e-01  ,9.795305583302e+00  
  1.717908387157e+01  ,9.413933434583e-05  ,1.000000000000e-01  ,9.796204705062e+00  
  1.721868574986e+01  ,9.431707647785e-05  ,1.000000000000e-01  ,9.797099939137e+00  
  1.725837891990e+01  ,9.449528806153e-05  ,1.000000000000e-01  ,9.797991301230e+00  
  1.729816359215e+01  ,9.467397020655e-05  ,1.000000000000e-01  ,9.798878806994e+00  
  1.733803997754e+01  ,9.485312402438e-05  ,1.000000000000e-01  ,9.799762472025e+00  
  1.737800828749e+01  ,9.503275062821e-05  ,1.000000000000e-01  ,9.800642311867e+00  
  1.741806873391e+01  ,9.521285113309e-05  ,1.000000000000e-01  ,9.801518342010e+00  
  1.745822152920e+01  ,9.539342665580e-05  ,1.000000000000e-01  ,9.802390577889e+00  
  1.749846688624e+01  ,9.557447831496e-05  ,1.000000000000e-01  ,9.803259034888e+00  
  1.753880501841e+01  ,9.575600723099e-05  ,1.000000000000e-01  ,9.804123728335e+00  
  1.757923613958e+01  ,9.593801452612e-05  ,1.000000000000e-01  ,9.804984673506e+00  
  1.761976046411e+01  ,9.612050132440e-05  ,1.000000000000e-01  ,9.805841885624e+00  
  1.766037820686e+01  ,9.630346875171e-05  ,1.000000000000e-01  ,9.806695379859e+00  
  1.770108958317e+01  ,9.648691793580e-05  ,1.000000000000e-01  ,9.807545171327e+00  
  1.774189480890e+01  ,9.667085000623e-05  ,1.000000000000e-01  ,9.808391275092e+00  
  1.778279410039e+01  ,9.685526609443e-05  ,1.000000000000e-01  ,9.809233706165e+00  
  1.782378767448e+01  ,9.704016733368e-05  ,1.000000000000e-01  ,9.810072479504e+00  
  1.786487574852e+01  ,9.722555485916e-05  ,1.000000000000e-01  ,9.810907610016e+00  
  1.790605854035e+01  ,9.741142980790e-05  ,1.000000000000e-01  ,9.811739112552e+00  
  1.794733626832e+01  ,9.759779331881e-05  ,1.000000000000e-01  ,9.812567001914e+00  
  1.798870915128e+01  ,9.778464653272e-05  ,1.000000000000e-01  ,9.813391292852e+00  
  1.803017740859e+01  ,9.797199059236e-05  ,1.000000000000e-01  ,9.814212000061e+00  
  1.807174126011e+01  ,9.815982664233e-05  ,1.000000000000e-01  ,9.815029138185e+00  
  1.811340092619e+01  ,9.834815582918e-05  ,1.000000000000e-01  ,9.815842721819e+00  
  1.815515662773e+01  ,9.853697930140e-05  ,1.000000000000e-01  ,9.816652765502e+00  
  1.819700858610e+01  ,9.872629820937e-05  ,1.000000000000e-01  ,9.817459283724e+00  
  1.823895702319e+01  ,9.891611370544e-05  ,1.000000000000e-01  ,9.818262290922e+00  
  1.828100216142e+01  ,9.910642694390e-05  ,1.000000000000e-01  ,9.819061801483e+00  
  1.832314422371e+01  ,9.929723908100e-05  ,1.000000000000e-01  ,9.819857829742e+00  
  1.836538343348e+01  ,9.948855127496e-05  ,1.000000000000e-01  ,9.820650389981e+00  
  1.840772001469e+01  ,9.968036468595e-05  ,1.000000000000e-01  ,9.821439496434e+00  
  1.845015419179e+01  ,9.987268047613e-05  ,1.000000000000e-01  ,9.822225163282e+00  
  1.849268618978e+01  ,1.000654998097e-04  ,1.000000000000e-01  ,9.823007404656e+00  
  1.853531623414e+01  ,1.002588238527e-04  ,1.000000000000e-01  ,9.823786234635e+00  
  1.857804455091e+01  ,1.004526537734e-04  ,1.000000000000e-01  ,9.824561667249e+00  
  1.862087136663e+01  ,1.006469907419e-04  ,1.000000000000e-01  ,9.825333716476e+00  
  1.866379690834e+01  ,1.008418359305e-04  ,1.000000000000e-01  ,9.826102396245e+00  
  1.870682140365e+01  ,1.010371905133e-04  ,1.000000000000e-01  ,9.826867720433e+00  
  1.874994508067e+01  ,1.012330556665e-04  ,1.000000000000e-01  ,9.827629702868e+00  
  1.879316816803e+01  ,1.014294325685e-04  ,1.000000000000e-01  ,9.828388357328e+00  
  1.883649089489e+01  ,1.016263223997e-04  ,1.000000000000e-01  ,9.829143697541e+00  
  1.887991349096e+01  ,1.018237263425e-04  ,1.000000000000e-01  ,9.829895737184e+00  
  1.892343618645e+01  ,1.020216455812e-04  ,1.000000000000e-01  ,9.830644489885e+00  
  1.896705921211e+01  ,1.022200813026e-04  ,1.000000000000e-01  ,9.831389969224e+00  
  1.901078279923e+01  ,1.024190346952e-04  ,1.000000000000e-01  ,9.832132188729e+00  
  1.905460717963e+01  ,1.026185069498e-04  ,1.000000000000e-01  ,9.832871161879e+00  
  1.909853258566e+01  ,1.028184992593e-04  ,1.000000000000e-01  ,9.833606902106e+00  
  1.914255925021e+01  ,1.030190128186e-04  ,1.000000000000e-01  ,9.834339422791e+00  
  1.918668740670e+01  ,1.032200488247e-04  ,1.000000000000e-01  ,9.835068737265e+00  
  1.923091728910e+01  ,1.034216084769e-04  ,1.000000000000e-01  ,9.835794858813e+00  
  1.927524913191e+01  ,1.036236929765e-04  ,1.000000000000e-01  ,9.836517800669e+00  
  1.931968317017e+01  ,1.038263035270e-04  ,1.000000000000e-01  ,9.837237576019e+00  
  1.936421963946e+01  ,1.040294413341e-04  ,1.000000000000e-01  ,9.837954198000e+00  
  1.940885877592e+01  ,1.042331076054e-04  ,1.000000000000e-01  ,9.838667679702e+00  
  1.945360081622e+01  ,1.044373035511e-04  ,1.000000000000e-01  ,9.839378034166e+00  
  1.949844599758e+01  ,1.046420303833e-04  ,1.000000000000e-01  ,9.840085274385e+00  
  1.954339455775e+01  ,1.048472893162e-04  ,1.000000000000e-01  ,9.840789413302e+00  
  1.958844673506e+01  ,1.050530815664e-04  ,1.000000000000e-01  ,9.841490463815e+00  
  1.963360276836e+01  ,1.052594083527e-04  ,1.000000000000e-01  ,9.842188438773e+00  
  1.967886289707e+01  ,1.054662708959e-04  ,1.000000000000e-01  ,9.842883350976e+00  
  1.972422736115e+01  ,1.056736704193e-04  ,1.000000000000e-01  ,9.843575213180e+00  
  1.976969640112e+01  ,1.058816081481e-04  ,1.000000000000e-01  ,9.844264038089e+00  
  1.981527025805e+01  ,1.060900853102e-04  ,1.000000000000e-01  ,9.844949838364e+00  
  1.986094917357e+01  ,1.062991031352e-04  ,1.000000000000e-01  ,9.845632626615e+00  
  1.990673338987e+01  ,1.065086628555e-04  ,1.000000000000e-01  ,9.846312415409e+00  
  1.995262314969e+01  ,1.067187657052e-04  ,1.000000000000e-01  ,9.846989217262e+00  
  1.999861869632e+01  ,1.069294129211e-04  ,1.000000000000e-01  ,9.847663044645e+00  
  2.004472027365e+01  ,1.071406057422e-04  ,1.000000000000e-01  ,9.848333909984e+00  
  2.009092812608e+01  ,1.073523454097e-04  ,1.000000000000e-01  ,9.849001825657e+00  
  2.013724249862e+01  ,1.075646331670e-04  ,1.000000000000e-01  ,9.849666803993e+00  
  2.018366363681e+01  ,1.077774702601e-04  ,1.000000000000e-01  ,9.850328857279e+00  
  2.023019178678e+01  ,1.079908579370e-04  ,1.000000000000e-01  ,9.850987997754e+00  
  2.027682719521e+01  ,1.082047974483e-04  ,1.000000000000e-01  ,9.851644237611e+00  
  2.032357010936e+01  ,1.084192900467e-04  ,1.000000000000e-01  ,9.852297588995e+00  
  2.037042077705e+01  ,1.086343369874e-04  ,1.000000000000e-01  ,9.852948064010e+00  
  2.041737944669e+01  ,1.088499395278e-04  ,1.000000000000e-01  ,9.853595674709e+00  
  2.046444636724e+01  ,1.090660989279e-04  ,1.000000000000e-01  ,9.854240433104e+00  
  2.051162178825e+01  ,1.092828164497e-04  ,1.000000000000e-01  ,9.854882351158e+00  
  2.055890595984e+01  ,1.095000933580e-04  ,1.000000000000e-01  ,9.855521440790e+00  
  2.060629913270e+01  ,1.097179309197e-04  ,1.000000000000e-01  ,9.856157713876e+00  
  2.065380155810e+01  ,1.099363304041e-04  ,1.000000000000e-01  ,9.856791182243e+00  
  2.070141348791e+01  ,1.101552930831e-04  ,1.000000000000e-01  ,9.857421857676e+00  
  2.074913517455e+01  ,1.103748202307e-04  ,1.000000000000e-01  ,9.858049751914e+00  
  2.079696687103e+01  ,1.105949131236e-04  ,1.000000000000e-01  ,9.858674876652e+00  
  2.084490883097e+01  ,1.108155730409e-04  ,1.000000000000e-01  ,9.859297243539e+00  
  2.089296130854e+01  ,1.110368012639e-04  ,1.000000000000e-01  ,9.859916864182e+00  
  2.094112455851e+01  ,1.112585990766e-04  ,1.000000000000e-01  ,9.860533750141e+00  
  2.098939883623e+01  ,1.114809677653e-04  ,1.000000000000e-01  ,9.861147912934e+00  
  2.103778439766e+01  ,1.117039086189e-04  ,1.000000000000e-01  ,9.861759364033e+00  
  2.108628149933e+01  ,1.119274229287e-04  ,1.000000000000e-01  ,9.862368114868e+00  
  2.113489039836e+01  ,1.121515119883e-04  ,1.000000000000e-01  ,9.862974176825e+00  
  2.118361135248e+01  ,1.123761770942e-04  ,1.000000000000e-01  ,9.863577561245e+00  
  2.123244462000e+01  ,1.126014195451e-04  ,1.000000000000e-01  ,9.864178279425e+00  
  2.128139045982e+01  ,1.128272406422e-04  ,1.000000000000e-01  ,9.864776342622e+00  
  2.133044913146e+01  ,1.130536416893e-04  ,1.000000000000e-01  ,9.865371762046e+00  
  2.137962089502e+01  ,1.132806239928e-04  ,1.000000000000e-01  ,9.865964548866e+00  
  2.142890601120e+01  ,1.135081888614e-04  ,1.000000000000e-01  ,9.866554714207e+00  
  2.147830474130e+01  ,1.137363376067e-04  ,1.000000000000e-01  ,9.867142269152e+00  
  2.152781734724e+01  ,1.139650715425e-04  ,1.000000000000e-01  ,9.867727224739e+00  
  2.157744409152e+01  ,1.141943919853e-04  ,1.000000000000e-01  ,9.868309591966e+00  
  2.162718523727e+01  ,1.144243002543e-04  ,1.000000000000e-01  ,9.868889381788e+00  
  2.167704104819e+01  ,1.146547976710e-04  ,1.000000000000e-01  ,9.869466605116e+00  
  2.172701178863e+01  ,1.148858855598e-04  ,1.000000000000e-01  ,9.870041272819e+00  
  2.177709772353e+01  ,1.151175652474e-04  ,1.000000000000e-01  ,9.870613395727e+00  
  2.182729911843e+01  ,1.153498380634e-04  ,1.000000000000e-01  ,9.871182984624e+00  
  2.187761623949e+01  ,1.155827053398e-04  ,1.000000000000e-01  ,9.871750050253e+00  
  2.192804935350e+01  ,1.158161684113e-04  ,1.000000000000e-01  ,9.872314603318e+00  
  2.197859872784e+01  ,1.160502286152e-04  ,1.000000000000e-01  ,9.872876654477e+00  
  2.202926463053e+01  ,1.162848872915e-04  ,1.000000000000e-01  ,9.873436214349e+00  
  2.208004733019e+01  ,1.165201457828e-04  ,1.000000000000e-01  ,9.873993293513e+00  
  2.213094709605e+01  ,1.167560054344e-04  ,1.000000000000e-01  ,9.874547902504e+00  
  2.218196419800e+01  ,1.169924675943e-04  ,1.000000000000e-01  ,9.875100051817e+00  
  2.223309890651e+01  ,1.172295336131e-04  ,1.000000000000e-01  ,9.875649751905e+00  
  2.228435149270e+01  ,1.174672048441e-04  ,1.000000000000e-01  ,9.876197013183e+00  
  2.233572222830e+01  ,1.177054826434e-04  ,1.000000000000e-01  ,9.876741846021e+00  
  2.238721138568e+01  ,1.179443683696e-04  ,1.000000000000e-01  ,9.877284260752e+00  
  2.243881923782e+01  ,1.181838633843e-04  ,1.000000000000e-01  ,9.877824267667e+00  
  2.249054605835e+01  ,1.184239690515e-04  ,1.000000000000e-01  ,9.878361877016e+00  
  2.254239212152e+01  ,1.186646867383e-04  ,1.000000000000e-01  ,9.878897099010e+00  
  2.259435770221e+01  ,1.189060178143e-04  ,1.000000000000e-01  ,9.879429943820e+00  
  2.264644307593e+01  ,1.191479636518e-04  ,1.000000000000e-01  ,9.879960421574e+00  
  2.269864851883e+01  ,1.193905256261e-04  ,1.000000000000e-01  ,9.880488542365e+00  
  2.275097430772e+01  ,1.196337051151e-04  ,1.000000000000e-01  ,9.881014316242e+00  
  2.280342072000e+01  ,1.198775034995e-04  ,1.000000000000e-01  ,9.881537753216e+00  
  2.285598803375e+01  ,1.201219221629e-04  ,1.000000000000e-01  ,9.882058863259e+00  
  2.290867652767e+01  ,1.203669624915e-04  ,1.000000000000e-01  ,9.882577656304e+00  
  2.296148648112e+01  ,1.206126258745e-04  ,1.000000000000e-01  ,9.883094142242e+00  
  2.301441817408e+01  ,1.208589137038e-04  ,1.000000000000e-01  ,9.883608330927e+00  
  2.306747188720e+01  ,1.211058273743e-04  ,1.000000000000e-01  ,9.884120232175e+00  
  2.312064790175e+01  ,1.213533682835e-04  ,1.000000000000e-01  ,9.884629855760e+00  
  2.317394649968e+01  ,1.216015378318e-04  ,1.000000000000e-01  ,9.885137211421e+00  
  2.322736796357e+01  ,1.218503374227e-04  ,1.000000000000e-01  ,9.885642308855e+00  
  2.328091257665e+01  ,1.220997684623e-04  ,1.000000000000e-01  ,9.886145157722e+00  
  2.333458062281e+01  ,1.223498323596e-04  ,1.000000000000e-01  ,9.886645767643e+00  
  2.338837238659e+01  ,1.226005305266e-04  ,1.000000000000e-01  ,9.887144148203e+00  
  2.344228815320e+01  ,1.228518643781e-04  ,1.000000000000e-01  ,9.887640308945e+00  
  2.349632820848e+01  ,1.231038353319e-04  ,1.000000000000e-01  ,9.888134259377e+00  
  2.355049283896e+01  ,1.233564448087e-04  ,1.000000000000e-01  ,9.888626008968e+00  
  2.360478233180e+01  ,1.236096942319e-04  ,1.000000000000e-01  ,9.889115567149e+00  
  2.365919697485e+01  ,1.238635850282e-04  ,1.000000000000e-01  ,9.889602943314e+00  
  2.371373705661e+01  ,1.241181186269e-04  ,1.000000000000e-01  ,9.890088146819e+00  
  2.376840286624e+01  ,1.243732964606e-04  ,1.000000000000e-01  ,9.890571186983e+00  
  2.382319469358e+01  ,1.246291199645e-04  ,1.000000000000e-01  ,9.891052073087e+00  
  2.387811282913e+01  ,1.248855905769e-04  ,1.000000000000e-01  ,9.891530814375e+00  
  2.393315756405e+01  ,1.251427097393e-04  ,1.000000000000e-01  ,9.892007420055e+00  
  2.398832919019e+01  ,1.254004788959e-04  ,1.000000000000e-01  ,9.892481899297e+00  
  2.404362800007e+01  ,1.256588994940e-04  ,1.000000000000e-01  ,9.892954261235e+00  
  2.409905428686e+01  ,1.259179729840e-04  ,1.000000000000e-01  ,9.893424514964e+00  
  2.415460834445e+01  ,1.261777008191e-04  ,1.000000000000e-01  ,9.893892669547e+00  
  2.421029046736e+01  ,1.264380844557e-04  ,1.000000000000e-01  ,9.894358734005e+00  
  2.426610095082e+01  ,1.266991253533e-04  ,1.000000000000e-01  ,9.894822717328e+00  
  2.432204009073e+01  ,1.269608249743e-04  ,1.000000000000e-01  ,9.895284628466e+00  
  2.437810818368e+01  ,1.272231847841e-04  ,1.000000000000e-01  ,9.895744476334e+00  
  2.443430552694e+01  ,1.274862062514e-04  ,1.000000000000e-01  ,9.896202269812e+00  
  2.449063241844e+01  ,1.277498908478e-04  ,1.000000000000e-01  ,9.896658017743e+00  
  2.454708915685e+01  ,1.280142400480e-04  ,1.000000000000e-01  ,9.897111728935e+00  
  2.460367604147e+01  ,1.282792553299e-04  ,1.000000000000e-01  ,9.897563412160e+00  
  2.466039337234e+01  ,1.285449381744e-04  ,1.000000000000e-01  ,9.898013076155e+00  
  2.471724145016e+01  ,1.288112900656e-04  ,1.000000000000e-01  ,9.898460729621e+00  
  2.477422057633e+01  ,1.290783124905e-04  ,1.000000000000e-01  ,9.898906381224e+00  
  2.483133105295e+01  ,1.293460069397e-04  ,1.000000000000e-01  ,9.899350039596e+00  
  2.488857318282e+01  ,1.296143749064e-04  ,1.000000000000e-01  ,9.899791713331e+00  
  2.494594726943e+01  ,1.298834178873e-04  ,1.000000000000e-01  ,9.900231410992e+00  
  2.500345361696e+01  ,1.301531373822e-04  ,1.000000000000e-01  ,9.900669141105e+00  
  2.506109253032e+01  ,1.304235348941e-04  ,1.000000000000e-01  ,9.901104912160e+00  
  2.511886431509e+01  ,1.306946119290e-04  ,1.000000000000e-01  ,9.901538732617e+00  
  2.517676927758e+01  ,1.309663699963e-04  ,1.000000000000e-01  ,9.901970610896e+00  
  2.523480772480e+01  ,1.312388106085e-04  ,1.000000000000e-01  ,9.902400555388e+00  
  2.529297996446e+01  ,1.315119352813e-04  ,1.000000000000e-01  ,9.902828574445e+00  
  2.535128630497e+01  ,1.317857455338e-04  ,1.000000000000e-01  ,9.903254676389e+00  
  2.540972705549e+01  ,1.320602428881e-04  ,1.000000000000e-01  ,9.903678869506e+00  
  2.546830252585e+01  ,1.323354288697e-04  ,1.000000000000e-01  ,9.904101162048e+00  
  2.552701302661e+01  ,1.326113050073e-04  ,1.000000000000e-01  ,9.904521562234e+00  
  2.558585886905e+01  ,1.328878728327e-04  ,1.000000000000e-01  ,9.904940078249e+00  
  2.564484036517e+01  ,1.331651338814e-04  ,1.000000000000e-01  ,9.905356718246e+00  
  2.570395782768e+01  ,1.334430896917e-04  ,1.000000000000e-01  ,9.905771490342e+00  
  2.576321157002e+01  ,1.337217418054e-04  ,1.000000000000e-01  ,9.906184402623e+00  
  2.582260190634e+01  ,1.340010917678e-04  ,1.000000000000e-01  ,9.906595463141e+00  
  2.588212915153e+01  ,1.342811411271e-04  ,1.000000000000e-01  ,9.907004679915e+00  
  2.594179362118e+01  ,1.345618914352e-04  ,1.000000000000e-01  ,9.907412060931e+00  
  2.600159563165e+01  ,1.348433442471e-04  ,1.000000000000e-01  ,9.907817614142e+00  
  2.606153549998e+01  ,1.351255011213e-04  ,1.000000000000e-01  ,9.908221347470e+00  
  2.612161354399e+01  ,1.354083636195e-04  ,1.000000000000e-01  ,9.908623268803e+00  
  2.618183008219e+01  ,1.356919333068e-04  ,1.000000000000e-01  ,9.909023385995e+00  
  2.624218543384e+01  ,1.359762117518e-04  ,1.000000000000e-01  ,9.909421706872e+00  
  2.630267991895e+01  ,1.362612005264e-04  ,1.000000000000e-01  ,9.909818239224e+00  
  2.636331385825e+01  ,1.365469012058e-04  ,1.000000000000e-01  ,9.910212990809e+00  
  2.642408757321e+01  ,1.368333153687e-04  ,1.000000000000e-01  ,9.910605969357e+00  
  2.648500138606e+01  ,1.371204445973e-04  ,1.000000000000e-01  ,9.910997182561e+00  
  2.654605561975e+01  ,1.374082904769e-04  ,1.000000000000e-01  ,9.911386638085e+00  
  2.660725059798e+01  ,1.376968545967e-04  ,1.000000000000e-01  ,9.911774343562e+00  
  2.666858664521e+01  ,1.379861385490e-04  ,1.000000000000e-01  ,9.912160306591e+00  
  2.673006408663e+01  ,1.382761439296e-04  ,1.000000000000e-01  ,9.912544534742e+00  
  2.679168324819e+01  ,1.385668723380e-04  ,1.000000000000e-01  ,9.912927035553e+00  
  2.685344445658e+01  ,1.388583253768e-04  ,1.000000000000e-01  ,9.913307816529e+00  
  2.691534803926e+01  ,1.391505046523e-04  ,1.000000000000e-01  ,9.913686885147e+00  
  2.697739432444e+01  ,1.394434117743e-04  ,1.000000000000e-01  ,9.914064248851e+00  
  2.703958364108e+01  ,1.397370483562e-04  ,1.000000000000e-01  ,9.914439915055e+00  
  2.710191631890e+01  ,1.400314160146e-04  ,1.000000000000e-01  ,9.914813891141e+00  
  2.716439268839e+01  ,1.403265163699e-04  ,1.000000000000e-01  ,9.915186184461e+00  
  2.722701308077e+01  ,1.406223510459e-04  ,1.000000000000e-01  ,9.915556802338e+00  
  2.728977782808e+01  ,1.409189216701e-04  ,1.000000000000e-01  ,9.915925752063e+00  
  2.735268726306e+01  ,1.412162298734e-04  ,1.000000000000e-01  ,9.916293040897e+00  
  2.741574171927e+01  ,1.415142772903e-04  ,1.000000000000e-01  ,9.916658676070e+00  
  2.747894153102e+01  ,1.418130655590e-04  ,1.000000000000e-01  ,9.917022664783e+00  
  2.754228703338e+01  ,1.421125963210e-04  ,1.000000000000e-01  ,9.917385014207e+00  
  2.760577856220e+01  ,1.424128712217e-04  ,1.000000000000e-01  ,9.917745731484e+00  
