Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
10.00000000000002,0.06166179393950234,1.100499615626586,-14.27585372717093
10.29442419607396,0.04130943737904211,1.13218037175313,-14.68754719405188
10.5975169528713,0.01205896741181165,1.167186743523259,-15.10675901581888
10.9095334937942,-0.02678382020585475,1.205589136164877,-15.53330130410254
11.23073655663941,-0.0771858688520328,1.248250038457819,-15.96808783416606
11.5613966148401,-0.13960817890282,1.29493926063634,-16.41374478368997
11.90179210522173,-0.2152884056866315,1.345774706787211,-16.87440335652444
12.25220966246363,-0.3061606372809403,1.401759961881863,-17.35500271342389
12.61294436046368,-0.4135825197812733,1.462617433321553,-17.85999592625053
12.98429996080916,-0.539756771107003,1.529022018988462,-18.39798577876293
13.36658916856357,-0.6859616435110488,1.601662030453734,-18.97368362716109
13.76013389558409,-0.8538700462199044,1.679641303903796,-19.59289762838857
14.1652655315918,-1.044130105639271,1.764139339759172,-20.2688238854983
14.58232522322308,-1.256801735485098,1.854649337311421,-21.01432444605929
15.01166416129673,-1.491844580067337,1.950694706998329,-21.83755481376393
15.4536438765389,-1.748673809076512,2.052692751109245,-22.75287959123298
15.90863654401519,-2.025763392167567,2.16127788013586,-23.76809627476148
16.37702529652561,-2.321414437541324,2.275666549142254,-24.89446126753552
16.85920454722685,-2.633796125654162,2.394351421616697,-26.13765995087039
17.35558032175318,-2.961074030821165,2.517837497971656,-27.51119022206148
17.86657060011607,-3.300482496343692,2.646799049491998,-29.0247993300503
18.39260566866984,-3.651018612487456,2.778169685701337,-30.68988935683567
18.93412848244015,-4.009215156267087,2.910687899320834,-32.51530793557111
19.49159503812046,-4.374083487854307,3.045038592829889,-34.52217274393776
20.06547475805024,-4.742787918750484,3.178019869496125,-36.72393226777515
20.65625088549832,-5.110926725274075,3.294445114113933,-39.28781158264393
21.26442089158477,-5.46595437338058,3.410263211487985,-41.91260189228187
21.89049689418308,-5.822801155318141,3.520492738951368,-44.7602015668876
22.53500608915597,-6.166415483529393,3.614042253870511,-47.86204108229581
23.19849119428807,-6.49091477949197,3.68530194947164,-51.21884161505076
23.88151090628878,-6.786141101439322,3.721088300276234,-54.87352641568541
24.58464037125028,-7.047250137544382,3.721967172988959,-58.77422593205027
25.30847166895751,-7.268815140160538,3.681402287627362,-62.84881290405305
26.05361431145685,-7.446576309490838,3.595933919743949,-67.12011176148236
26.82069575630396,-7.569030942505341,3.450907273768818,-71.54546964860413
27.61036193492331,-7.638819878845498,3.252776407294658,-76.04397620484784
28.42327779652333,-7.651846646416717,2.993812598198609,-80.56912902033704
29.26012786802609,-7.604605859258083,2.671946902934664,-85.07393427812551
30.12161683048251,-7.501164328962981,2.291034121368718,-89.48508094746589
31.00847011245877,-7.343892298981991,1.852854090374763,-93.75554784662248
31.92143450089312,-7.140177598781153,1.36822079890758,-97.83912350340327
32.86127876993835,-6.897063873067555,0.8357180017602359,-101.7065153986192
33.82879432831848,-6.621895900119064,0.2731498961182001,-105.3477123762163
34.82479588574506,-6.321325637231576,-0.3214243580022635,-108.7438025688579
35.85012213895501,-6.001192295923591,-0.9425325179646187,-111.9049143985505
36.90563647794652,-5.667527102610839,-1.57774996902483,-114.8290178766743
37.99222771300816,-5.324532909016105,-2.22724373308714,-117.5410584059851
39.1108108231542,-4.97632231787635,-2.891350489848729,-120.0522050639932
40.26232772659498,-4.626414961867567,-3.561531034144929,-122.3819441110888
41.44774807389179,-4.27749326379314,-4.240326839180998,-124.5512547480582
42.66807006446487,-3.930231909528432,-4.928172595040875,-126.5851691751697
43.92432128714061,-3.589612948493086,-5.619268823829058,-128.4872076441189
45.21755958544659,-3.25418461580868,-6.317094138604588,-130.2892937418127
46.54887394838362,-2.926001329702017,-7.01927538273119,-132.0221176771487
47.91938542742372,-2.60534362967817,-7.73357492872066,-133.6867064840534
49.33024808050636,-2.29366224838448,-8.461335089807893,-135.3176955517002
50.78264994382946,-1.991360582598389,-9.205562931369407,-136.9337918632029
52.27781403225118,-1.69859962859865,-9.976897121067598,-138.5746585332637
53.81699936914602,-1.416762128346613,-10.77416780100938,-140.2651015057274
55.40150204658327,-1.147041423492162,-11.62514571828014,-142.045122543555
57.03265631671877,-0.8894663451768753,-12.53644389728185,-143.9973430478678
58.71183571531989,-0.6454901426281966,-13.57170795545381,-146.2135018210778
60.4404542183707,-0.4172666310453164,-14.78468898164049,-148.8857626333783
62.21996743272958,-0.2124195856299356,-16.32316008866485,-152.38898483865
64.05187382184238,-0.03785420932279035,-18.84183720943518,-158.369564323738
65.9377159675449,0.009064078252373219,-35.21980686912564,-168.503875736582
67.87908186901464,0.009020791927461722,-36.75262553524476,-167.8700380442118
69.87760627996681,0.009034572313404468,-37.86082524760247,-167.3901646790651
71.93497208522184,0.008925313223350356,-38.77175201385362,-167.0247093465896
74.05291171780111,0.009065752121853007,-39.56580259589128,-166.7057334841805
76.23320861774606,0.008773873032051278,-40.30402861954813,-166.4459481520487
78.47769873388772,0.008678477299666715,-40.98245574233701,-166.2611847752475
80.78827206983348,0.008473148099147492,-41.64344481518968,-166.1909066631771
83.16687427546998,0.008495137817135699,-42.27285841461814,-166.0073520777333
85.61550828532373,0.0083639858695648,-42.85936191466188,-165.9722302217245
88.13623600516053,0.008131673801710267,-43.43014591623017,-165.8237785491895
90.73118004824094,0.007773820273888512,-44.00771831994861,-165.8770171295511
93.40252552269526,0.007550862078413929,-44.54599384347401,-165.8117348789323
96.15252187152475,0.007458201535731963,-45.10437032044753,-165.7569586858172
