#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B213B5
#Date Time: 2024-02-15 21:21:37.717
#Sample rate: 1e+08Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 3.26429 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 50 mV/div Offset: -3.3 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 50 mV/div Offset: -3.3 V Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: Sine
#Frequency: 1 MHz
#Period: 1 us
#Amplitude: 20 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-4.017232558139535e-05,3.283528380000443,3.263238367470921
-4.016232558139535e-05,3.273089770620101,3.26596110088869
-4.015232558139535e-05,3.253222739863952,3.265280417534249
-4.014232558139535e-05,3.244131047823005,3.264940075857028
-4.013232558139535e-05,3.256590033212451,3.264940075857028
-4.012232558139535e-05,3.274099958624651,3.263919050825364
-4.011232558139535e-05,3.286222214679242,3.264599734179806
-4.010232558139535e-05,3.272753041285246,3.266301442565913
-4.009232558139535e-05,3.254232927868502,3.263919050825363
-4.008232558139535e-05,3.242110671813913,3.26562075921147
-4.007232558139535e-05,3.257263491882143,3.265280417534249
-4.006232558139535e-05,3.275446875964045,3.265280417534249
-4.005232558139535e-05,3.285885485344392,3.266301442565913
-4.004232558139535e-05,3.274099958624637,3.266982125920355
-4.003232558139535e-05,3.25423292786851,3.265961100888692
-4.002232558139535e-05,3.242447401148755,3.263919050825363
-4.001232558139535e-05,3.252212551859402,3.264259392502585
-4.000232558139535e-05,3.273763229289796,3.265961100888692
-3.999232558139535e-05,3.286222214679236,3.264940075857028
-3.998232558139535e-05,3.276457063968595,3.265961100888692
-3.997232558139535e-05,3.255579845207901,3.263578709148142
-3.996232558139535e-05,3.241773942479055,3.264599734179806
-3.995232558139535e-05,3.25591657454276,3.264599734179806
-3.994232558139535e-05,3.275446875964045,3.263919050825363
-3.993232558139535e-05,3.284875297339842,3.264599734179806
-3.992232558139535e-05,3.276120334633745,3.264940075857028
-3.991232558139535e-05,3.255243115873046,3.266641784243133
-3.990232558139535e-05,3.24379431848816,3.264259392502586
-3.989232558139535e-05,3.253222739863952,3.264599734179806
-3.988232558139535e-05,3.276457063968595,3.265280417534249
-3.987232558139535e-05,3.286558944014088,3.265280417534249
-3.986232558139535e-05,3.277467251973149,3.264940075857028
-3.985232558139535e-05,3.251875822524553,3.26562075921147
-3.984232558139535e-05,3.238406649130557,3.264940075857028
-3.983232558139535e-05,3.253222739863952,3.264940075857028
-3.982232558139535e-05,3.276457063968584,3.264940075857028
-3.981232558139535e-05,3.288916049358041,3.264259392502585
-3.980232558139535e-05,3.276793793303445,3.264599734179806
-3.979232558139535e-05,3.251875822524553,3.267662809274798
-3.978232558139535e-05,3.239080107800262,3.264940075857027
-3.977232558139535e-05,3.252886010529102,3.264259392502585
-3.976232558139535e-05,3.276457063968595,3.263919050825363
-3.975232558139535e-05,3.289926237362591,3.266301442565913
-3.974232558139535e-05,3.276793793303433,3.26562075921147
-3.973232558139535e-05,3.251539093189714,3.26562075921147
-3.972232558139535e-05,3.238743378465406,3.26562075921147
-3.971232558139535e-05,3.254232927868502,3.26562075921147
-3.970232558139535e-05,3.274773417294351,3.264940075857028
-3.969232558139535e-05,3.287569132018636,3.264940075857028
-3.968232558139535e-05,3.275446875964045,3.265280417534249
-3.967232558139535e-05,3.253222739863952,3.267322467597576
-3.966232558139535e-05,3.241100483809356,3.264599734179806
-3.965232558139535e-05,3.253559469198796,3.264259392502585
-3.964232558139535e-05,3.274099958624646,3.263238367470921
-3.963232558139535e-05,3.287569132018641,3.264940075857028
-3.962232558139535e-05,3.278814169312544,3.265280417534249
-3.961232558139535e-05,3.253559469198796,3.264940075857028
-3.960232558139535e-05,3.240763754474506,3.264940075857028
-3.959232558139535e-05,3.250192175850303,3.26562075921147
-3.958232558139535e-05,3.273089770620096,3.265961100888692
-3.957232558139535e-05,3.288579320023186,3.264940075857028
-3.956232558139535e-05,3.278140710642849,3.265280417534249
-3.955232558139535e-05,3.255243115873051,3.265280417534249
-3.954232558139535e-05,3.239080107800256,3.26562075921147
-3.953232558139535e-05,3.249518717180614,3.264940075857027
-3.952232558139535e-05,3.273426499954935,3.262898025793701
-3.951232558139535e-05,3.288579320023191,3.264259392502585
-3.950232558139535e-05,3.278814169312544,3.265280417534249
-3.949232558139535e-05,3.255579845207901,3.267322467597576
-3.948232558139535e-05,3.240090295804813,3.265620759211471
-3.947232558139535e-05,3.248508529176053,3.264259392502585
-3.946232558139535e-05,3.273426499954946,3.266301442565913
-3.945232558139535e-05,3.285212026674692,3.26562075921147
-3.944232558139535e-05,3.282181462661031,3.264259392502586
-3.943232558139535e-05,3.255243115873051,3.265961100888692
-3.942232558139535e-05,3.239080107800256,3.264599734179806
-3.941232558139535e-05,3.250528905185153,3.265280417534249
-3.940232558139535e-05,3.270395935941305,3.263578709148143
-3.939232558139535e-05,3.288916049358041,3.264940075857028
-3.938232558139535e-05,3.279824357317094,3.26562075921147
-3.937232558139535e-05,3.257263491882151,3.266301442565913
-3.936232558139535e-05,3.240090295804809,3.266982125920355
-3.935232558139535e-05,3.2481717998412,3.266641784243134
-3.934232558139535e-05,3.271742853280696,3.266641784243134
-3.933232558139535e-05,3.286222214679242,3.26562075921147
-3.932232558139535e-05,3.281508003991343,3.266641784243134
-3.931232558139535e-05,3.258273679886711,3.265280417534249
-3.930232558139535e-05,3.241100483809356,3.265961100888692
-3.929232558139535e-05,3.250192175850303,3.26562075921147
-3.928232558139535e-05,3.269722477271597,3.26562075921147
-3.927232558139535e-05,3.286895673348939,3.265961100888692
-3.926232558139535e-05,3.280497815986794,3.265961100888692
-3.925232558139535e-05,3.257263491882151,3.264940075857028
-3.924232558139535e-05,3.244467777157855,3.266641784243134
-3.923232558139535e-05,3.248845258510913,3.265961100888692
-3.922232558139535e-05,3.269385747936747,3.26562075921147
-3.921232558139535e-05,3.286222214679242,3.264599734179806
-3.920232558139535e-05,3.280161086651944,3.26562075921147
-3.919232558139535e-05,3.259957326560943,3.265961100888691
-3.918232558139535e-05,3.244804506492712,3.264940075857028
-3.917232558139535e-05,3.248508529176053,3.264940075857028
-3.916232558139535e-05,3.268712289267047,3.265280417534249
-3.915232558139535e-05,3.285548756009542,3.266301442565913
-3.914232558139535e-05,3.282518191995894,3.265961100888692
-3.913232558139535e-05,3.2589471385564,3.266641784243134
-3.912232558139535e-05,3.243794318488155,3.26562075921147
-3.911232558139535e-05,3.247835070506354,3.264940075857028
-3.910232558139535e-05,3.268038830597338,3.265280417534249
-3.909232558139535e-05,3.285885485344392,3.266641784243134
-3.908232558139535e-05,3.282854921330743,3.265280417534249
-3.907232558139535e-05,3.262314431904899,3.264940075857028
-3.906232558139535e-05,3.244804506492705,3.26562075921147
-3.905232558139535e-05,3.245814694497254,3.26562075921147
-3.904232558139535e-05,3.266018454588248,3.265961100888692
-3.903232558139535e-05,3.284875297339842,3.264940075857028
-3.902232558139535e-05,3.285548756009532,3.264259392502586
-3.901232558139535e-05,3.263998078579159,3.264940075857027
-3.900232558139535e-05,3.242110671813906,3.266301442565913
-3.899232558139535e-05,3.245814694497254,3.26562075921147
-3.898232558139535e-05,3.263324619909458,3.26562075921147
-3.897232558139535e-05,3.284201838670133,3.265280417534249
-3.896232558139535e-05,3.283191650665593,3.264599734179806
-3.895232558139535e-05,3.264334807913999,3.265280417534249
-3.894232558139535e-05,3.243457589153305,3.264940075857028
-3.893232558139535e-05,3.244467777157854,3.264599734179806
-3.892232558139535e-05,3.265008266583699,3.264599734179806
-3.891232558139535e-05,3.285212026674692,3.264940075857028
-3.890232558139535e-05,3.284875297339842,3.264940075857028
-3.889232558139535e-05,3.263324619909439,3.264940075857028
-3.888232558139535e-05,3.241100483809356,3.264940075857028
-3.887232558139535e-05,3.244131047823005,3.264599734179806
-3.886232558139535e-05,3.266355183923098,3.264940075857028
-3.885232558139535e-05,3.285212026674691,3.264940075857028
-3.884232558139535e-05,3.283528380000444,3.264940075857028
-3.883232558139535e-05,3.265344995918548,3.266301442565913
-3.882232558139535e-05,3.244131047823005,3.265961100888692
-3.881232558139535e-05,3.245141235827563,3.264599734179807
-3.880232558139535e-05,3.262987890574591,3.265280417534248
-3.879232558139535e-05,3.285548756009542,3.264940075857028
-3.878232558139535e-05,3.285885485344392,3.264940075857028
-3.877232558139535e-05,3.269049018601897,3.265961100888692
-3.876232558139535e-05,3.247498341171513,3.265280417534249
-3.875232558139535e-05,3.242110671813906,3.265961100888692
-3.874232558139535e-05,3.260967514565499,3.264599734179806
-3.873232558139535e-05,3.280497815986794,3.264259392502585
-3.872232558139535e-05,3.286222214679236,3.264940075857028
-3.871232558139535e-05,3.272079582615546,3.26562075921147
-3.870232558139535e-05,3.246151423832104,3.265961100888692
-3.869232558139535e-05,3.240763754474506,3.26562075921147
-3.868232558139535e-05,3.259620597226109,3.265620759211469
-3.867232558139535e-05,3.280161086651935,3.264940075857028
-3.866232558139535e-05,3.285885485344392,3.265280417534249
-3.865232558139535e-05,3.272753041285246,3.266301442565913
-3.864232558139535e-05,3.249855446515449,3.264940075857028
-3.863232558139535e-05,3.24009029580481,3.265280417534249
-3.862232558139535e-05,3.257600221217001,3.264940075857028
-3.861232558139535e-05,3.279487627982244,3.263919050825363
-3.860232558139535e-05,3.287569132018641,3.264940075857028
-3.859232558139535e-05,3.273089770620103,3.264940075857028
-3.858232558139535e-05,3.244804506492704,3.265961100888692
-3.857232558139535e-05,3.239416837135106,3.264599734179806
-3.856232558139535e-05,3.254906386538202,3.264940075857028
-3.855232558139535e-05,3.283528380000445,3.264940075857028
-3.854232558139535e-05,3.288242590688341,3.264940075857028
-3.853232558139535e-05,3.272753041285246,3.264940075857028
-3.852232558139535e-05,3.246824882501804,3.265961100888692
-3.851232558139535e-05,3.241100483809364,3.264940075857028
-3.850232558139535e-05,3.257263491882143,3.264940075857028
-3.849232558139535e-05,3.278140710642844,3.264940075857028
-3.848232558139535e-05,3.285212026674692,3.265280417534249
-3.847232558139535e-05,3.273426499954936,3.265280417534249
-3.846232558139535e-05,3.251539093189712,3.264940075857028
-3.845232558139535e-05,3.240090295804806,3.265961100888692
-3.844232558139535e-05,3.256590033212451,3.265280417534249
-3.843232558139535e-05,3.279487627982244,3.266301442565913
-3.842232558139535e-05,3.286558944014089,3.264940075857028
