2.123180932167045398e+02 2.081724641897903183e+01 3.230251112946166359e+01
2.123270892862849166e+02 2.082953213374526769e+01 3.231060574207903358e+01
2.123488941174887827e+02 2.085240660418134695e+01 3.233311021152284326e+01
2.124923855477612449e+02 2.102747593732183162e+01 3.248306993186936609e+01
2.126072439466996684e+02 2.106870750244284807e+01 3.224618184203312410e+01
2.127665781467323143e+02 2.111568417388028607e+01 3.182916549639837811e+01
2.127876816578735486e+02 2.117849352414172515e+01 3.125220949456182495e+01
2.127709677039588314e+02 2.119449774888032678e+01 3.090171764551550382e+01
2.127146619620479839e+02 2.121229479660877359e+01 3.049277909427120647e+01
2.126432063613261505e+02 2.119574061584983227e+01 3.023620358800053154e+01
2.126061759892901648e+02 2.120345177289339134e+01 3.016577894458898612e+01
2.126083236768680536e+02 2.120874110526023770e+01 3.017017186546091168e+01
2.125857569799846374e+02 2.124766857329299086e+01 3.017629538188306881e+01
2.125818147875941975e+02 2.124914353179401871e+01 3.020246958844116847e+01
2.125568565388425384e+02 2.125674032489450838e+01 3.016272307275733056e+01
2.125511972054834189e+02 2.127101059043749132e+01 3.013150676176813292e+01
2.125125455563721744e+02 2.126145615572332659e+01 3.015774151394315084e+01
2.125410591782950576e+02 2.124517611206320922e+01 3.015478823329571512e+01
2.125476653778298726e+02 2.126344238832276901e+01 3.014715275827330743e+01
2.125595659551996164e+02 2.124297796980455644e+01 3.015945360944376930e+01
2.125562981737087398e+02 2.122327541696589037e+01 3.013822396160062311e+01
2.125508524318315153e+02 2.118167048720721723e+01 3.013938946472629254e+01
2.125281360527285131e+02 2.119544797870139874e+01 3.018023421062811096e+01
2.125562864009498867e+02 2.122187277684063034e+01 3.021115788446887152e+01
2.125629649188604731e+02 2.122055927331805236e+01 3.026122238236911599e+01
2.125559416272980116e+02 2.122157341240142259e+01 3.022808542986546954e+01
2.126254967683777011e+02 2.126690189760054395e+01 3.030639109441247925e+01
2.126569249890260949e+02 2.129033305134773002e+01 3.032971461150736658e+01
2.126030023898700563e+02 2.126178747479368170e+01 3.026529407510683711e+01
2.126203604818758492e+02 2.125176212972571221e+01 3.030950583003836130e+01
2.126497301515490506e+02 2.127178927434396272e+01 3.035217367173848402e+01
2.126897894862536305e+02 2.127391173458147122e+01 3.030674764082321815e+01
2.126614322738410863e+02 2.125136185592497640e+01 3.035325844737492673e+01
2.126909835803650424e+02 2.125214222165413958e+01 3.041551111432526255e+01
2.126502044255482247e+02 2.121454171172549863e+01 3.045124480106560227e+01
2.126262855432203196e+02 2.119798080367579018e+01 3.047155617371883096e+01
2.126080512215919214e+02 2.118576908910801038e+01 3.044260359607327970e+01
2.125695997093810377e+02 2.116841436074760452e+01 3.044631033328680303e+01
2.125439704133752059e+02 2.118210607928448397e+01 3.029666343196102218e+01
2.125338071588464572e+02 2.118321271861592692e+01 3.017902161646706105e+01
2.125404419493670503e+02 2.119542275136101495e+01 3.012365264979574420e+01
2.125515941156387782e+02 2.121615289786458902e+01 3.012427996965991994e+01
2.125698587100756356e+02 2.121187938640380821e+01 3.026456248223574619e+01
2.125666968834143802e+02 2.123321330725386957e+01 3.029654570437256922e+01
2.125791743259675002e+02 2.124538129443165246e+01 3.036449638660394612e+01
2.125667692017901231e+02 2.123049043631526089e+01 3.039487683171514121e+01
2.125939777293039015e+02 2.123813263862843925e+01 3.040652345385835176e+01
2.125757148166897252e+02 2.122709988176786311e+01 3.047993165072579203e+01
2.125471810128945265e+02 2.119395452015075776e+01 3.050438871631519433e+01
2.125383127618387675e+02 2.116464371427177937e+01 3.050243107470151926e+01
2.125491403363309075e+02 2.115504387034492595e+01 3.053943285575174826e+01
2.125697931189906456e+02 2.118394262966432606e+01 3.058353865585366904e+01
2.125863187087637982e+02 2.124309737921569763e+01 3.044296350612940216e+01
2.125600856384114934e+02 2.126062533531339938e+01 3.033959531982381108e+01
2.125567253566725583e+02 2.127965515907520100e+01 3.028781872642294815e+01
2.125623527354005091e+02 2.129678956866293404e+01 3.027669515113699461e+01
2.125433632753833422e+02 2.128726372493453667e+01 3.023177534885207152e+01
2.125168291587690987e+02 2.126258970421784156e+01 3.021184406812727374e+01
2.125919191783287090e+02 2.131305111227343829e+01 3.026289075047974109e+01
2.126498680610098120e+02 2.129999007724611459e+01 3.033521080806534798e+01
